,address,description,lat,lng,title
118,"14 Drywall Lane, Voorheesville, NY 12186 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",42.65509309999999,-73.9250059,Evan Carl
119,"285 Carriage Park, West Seneca, NY 14224 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",42.8191642,-78.7185025,Steven Kulikowsky
120,"285 Nokomis Pkwy, Cheektowaga, NY 14225 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",42.9205322,-78.7557903,Chris Stabler
121,"7699 State Street Rd, Auburn, NY 13021, USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",42.9907953,-76.5966354,Kevin Ashby
122,"861 Franklin Ave, Thornwood, NY 10594 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",41.1226508,-73.78174179999999,Pasquale DeNome
123,"915 Nassau Rd, Uniondale, NY 11553, USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.6890146,-73.5963675,Edgar Fuentes
124,"70 Remington Blvd, Ronkonkoma, NY 11779 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.7907993,-73.1352371,Devin Mcleod
125,"31 02 Astoria Boulevard, Queens, NY 11102, USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.7696297,-73.9181512,Manny Vervakis
126,"64 Beach Road, Massapequa, NY 11758, USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.6588998,-73.46990509999999,Greg Catalano
127,"11-30 44th Rd, Long Island, NY 11101 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.748865,-73.9483813,Dominick Passarella
128,"64-10 Maurice Ave, Maspeth, NY 11378 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.7321243,-73.9021329,Dominick Passarella
129,"160 Coplan Rd, Schenectady, NY 12306 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",42.8268827,-74.0427065,RJ Osterhoudt
130,"151 11th Ave, Whitestone, NY 11357 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.791905,-73.811758,Sam Paula
131,"156-19 107th Ave, Jamaica, NY 11433 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.69640520000001,-73.7970291,Christina Sheenan
132,"112 Sullivan St, Brooklyn, NY 11231 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.6784729,-74.01276899999999,Joshua Camacho
133,"95 Schenck St, North Tonawanda, NY 14120 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",43.029893,-78.87664199999999,Michael Miranda
134,"301 Route 17 Unit #5, Hillburn, NY 10931 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",41.0893135,-74.1528797,Fernando Lopez
135,"550 Richmond Terrace, Staten Island, NY 10301 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.6457266,-74.0905701,Alfonso Perri
136,"125 S 2nd St Unit 3, Bayshore, NY 11706 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.7250986,-73.2453946,Joe Goncalves
137,"38 Beach St, Mount Vernon, NY 10550 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.9070129,-73.8515089,Joe Izzo
138,"39 Route 9W, Haverstraw, NY 10927 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",41.1946174,-73.96982539999999,Gregg Seidner
139,"30-34 New Street Suite 1A, Nyack, NY 10960 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",41.0918695,-73.9193591,Mike Packes
140,"Wilton Mall, New York 50, Saratoga Springs, NY 12866 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",43.1021513,-73.73761859999999,Bryan Kingsley
141,"52-02 Northern Blvd, Woodside, NY 11377 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.752813,-73.9201039,Thomas Ng
142,"621 West 46th st, New York, NY 10036 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.7640706,-73.99755689999999,Stefano Loria
143,"236 Meehan Rd, Malone, NY 12953 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",44.8465613,-74.3381875,Aaron Clark
144,"5639 RT-5, Vernon, NY 13476 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",43.0743053,-75.5136905,Eric Boston
145,"158 Fishkill Ave, Beacon, NY 12508 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",41.50407510000001,-73.96640459999999,Daniel Ingham
146,"1770 Emerson St, Rochester, NY 14606 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",43.1742231,-77.678263,Jillian VanValkenburgh
147,"23 Heisser Ct, Farmingdale, NY 11735 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.7281699,-73.4524568,Aaron Sarullo
148,"1067 Long Island Ave, Deer Park, NY 11729 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.7665469,-73.31018159999999,Brandon Soedarmasto
149,"26 Mandy Lane, Mahopac, NY 10541 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",41.388266,-73.7697343,Christian Camaj
150,"9945 Telegraph Rd, Middleport, NY 14105 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",43.2048339,-78.4625008,Kyle Kaiser
151,"5665 Tec Dr Suite 8, Avon, NY 14414 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",42.9133612,-77.70093229999999,Nicholas Ross
152,"3203 Lawson BLVD, Oceanside, NY 11572 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.6326988,-73.653184,Jonathan Tikalall
153,"400 Broad Street, Utica, NY 13501, USA","<p>I am a Ceramic Pro Marine Installer.<br /><a href=""https://ceramicpro.com/ marine-free-quote/"" target=""_blank"" rel=""noopener""><strong>Tap to get a free Ceramic Pro quote for your vessel.</strong></a></p>",43.1023468,-75.2232246,Joseph Zito
154,"3533 Lawson Blvd, Oceanside, NY 11572 USA","<p>I am a Ceramic Pro Installer.<br /><a href=""https://ceramicpro.com/ freequote/"" target=""_blank"" rel=""noopener""><strong>Tap here for a free quote.</strong></a></p>",40.623966,-73.6508042,Tory Pitt
